Id	SPICE_S_Iso_SRR11815240	SPICE_S_Iso_SRR11815251	SPICE_S_Iso_SRR11815261	SPICE_S_Iso_SRR11815273	SPICE_S_Iso_SRR11815274	SPICE_G_Crd_SRR11815268	SPICE_G_Crd_SRR11815269	SPICE_G_Crd_SRR11815270	SPICE_G_Crd_SRR11815271	SPICE_G_Crd_SRR11815272	norm.SPICE_S_Iso_SRR11815240	norm.SPICE_S_Iso_SRR11815251	norm.SPICE_S_Iso_SRR11815261	norm.SPICE_S_Iso_SRR11815273	norm.SPICE_S_Iso_SRR11815274	norm.SPICE_G_Crd_SRR11815268	norm.SPICE_G_Crd_SRR11815269	norm.SPICE_G_Crd_SRR11815270	norm.SPICE_G_Crd_SRR11815271	norm.SPICE_G_Crd_SRR11815272	baseMean	Isolated	Crowded	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
LOC124716851	4	1	13	6	5	0	0	0	1	0	4	1	9	5	4	0	0	0	1	0	2.38	5	0	0.35	-1.513	-3.189	0.00142666122771093	0.0347078154277709	0	1.8862	0.7414	0.7414	TRUE	0.1533
LOC124717035	14	12	27	28	11	10	19	99	72	92	15	13	19	21	9	12	20	83	51	208	45.14	15	75	2.468	1.303	3.401	0.000671264454686676	0.0207200091117971	0.5688	0.2429	0.4929	0.4929	TRUE	0.4534
LOC124717061	69	74	81	75	58	180	296	137	162	52	74	81	56	56	49	218	307	115	116	118	119.02	63	175	2.311	1.208	4.221	2.42826752252662e-05	0.00169237465964724	0.1244	0.1861	0.1352	0.1352	TRUE	0.2924
LOC124717082	113	86	358	352	243	199	181	751	951	1844	122	94	246	264	207	241	188	629	680	4170	684.13	187	1182	3.372	1.754	3.64	0.000273004860313974	0.0105090998845281	0.8052	0.1574	0.639	0.639	TRUE	3.5781
LOC124717096	263	706	1135	674	770	38	87	126	223	19	283	773	780	506	657	46	90	105	159	43	344.27	600	89	0.164	-2.605	-6.621	3.56078457175589e-11	1.24083971839978e-08	0.2076	0.1634	0.1983	0.1983	TRUE	0.3397
LOC124717148	29	30	48	18	48	0	1	0	3	0	31	33	33	14	41	0	1	0	2	0	15.47	30	1	0.035	-4.854	-6.173	6.69831573203961e-10	1.88721482816316e-07	0	0.4185	0.2204	0.2204	TRUE	0.6627
LOC124717160	3	4	1	11	11	1	0	0	0	0	3	4	1	8	9	1	0	0	0	0	2.71	5	0	0.36	-1.474	-3.159	0.00158388845163721	0.0375203056826118	0.5668	1.6733	0.9261	0.9261	TRUE	0.2261
LOC124717171	17	3	9	22	5	2	1	1	0	0	18	3	6	17	4	2	1	1	0	0	5.28	10	1	0.261	-1.935	-3.472	0.000516649327040188	0.0168509122873551	0.427	0.9334	0.5656	0.5656	TRUE	0.117
LOC124717260	2	1	8	3	7	6	24	570	155	191	2	1	5	2	6	7	25	477	111	432	106.92	3	210	44.653	5.481	6.393	1.62355921561664e-10	5.24370027638917e-08	1.1756	0.19	0.9024	0.9024	TRUE	0.0392
LOC124717265	8	11	0	16	30	0	0	0	0	0	9	12	0	12	26	0	0	0	0	0	5.82	12	0	0.062	-4	-3.963	7.39437994055583e-05	0.00404613137077852	2.4824	0.8606	1.5601	1.5601	TRUE	0.103
LOC124717267	3	10	6	5	3	24	41	52	94	30	3	11	4	4	3	29	43	44	67	68	27.49	5	50	9.551	3.256	7.234	4.68335820248906e-13	2.29692701175408e-10	0.1074	0.3017	0.1592	0.1592	TRUE	0.3134
LOC124717276	5	4	9	19	15	7	63	26	29	30	5	4	6	14	13	8	65	22	21	68	22.72	8	37	2.242	1.165	3.341	0.000835479310787727	0.0240676388726744	0.408	0.3332	0.3913	0.3913	TRUE	0.0475
LOC124717283	1	0	2	11	8	28	69	35	64	165	1	0	1	8	7	34	72	29	46	373	57.13	3	111	22.899	4.517	5.505	3.6932544035587e-08	7.29941415103348e-06	1.135	0.2237	0.8388	0.8388	TRUE	3.9182
LOC124717333	13	7	18	2	8	6	17	80	27	86	14	8	12	2	7	7	18	67	19	194	34.8	9	61	3.059	1.613	3.444	0.000573546125731261	0.018169611954386	0.9149	0.2701	0.7545	0.7545	TRUE	0.6915
