"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC126348146",28.8797864028005,-1.86453168453607,0.573917732447694,-3.24877866481674,0.00115901622874486,0.0119101891565796
"LOC126348744",12.7926249787112,-1.89173813181574,0.515574967579624,-3.66918149788486,0.000243328286227917,0.00297041711113335
"LOC126348838",50.7959183038314,-4.68693987207581,0.775141364397782,-6.04656142395028,0.00000000147969835196517,0.0000000483977346949179
"LOC126349083",18.4888109642798,-2.30938339948841,0.599495063474715,-3.85221420523976,0.000117054556688517,0.00153508690057227
"LOC126349639",17.6151579292998,-2.44618123116063,0.735491798764651,-3.32591231509215,0.000881296481256744,0.00942193520722466
"LOC126347709",23.6304587103106,-1.11798244858593,0.381834442578172,-2.92792457651866,0.0034123281107311,0.0302366525642003
"LOC126351067",248.866653641085,-1.09740198971741,0.318824585162446,-3.44202436320357,0.000577378246070948,0.00641169229709431
"LOC126351083",272.963523303384,-1.30136923581705,0.345322404641316,-3.76856299598856,0.000164190050530192,0.00207803032702274
"LOC126351133",140.293666877695,-0.695831971671807,0.219248277465157,-3.17371693733097,0.0015050038618545,0.014952311095048
"LOC126351455",292.698379131329,-1.33019138431136,0.207342104812045,-6.41544265945006,0.000000000140414258977301,0.00000000550855939064798
"LOC126351910",298.598848083371,-0.866148439005692,0.215920019479694,-4.01143183060498,0.0000603516042039976,0.000846274531455242
"LOC126351946",81.9434921561859,-2.768711915773,0.448893968246587,-6.16785279291633,0.000000000692235416611347,0.0000000239499539867795
"LOC126353749",8.63266792979216,-3.23238201122673,0.943788027254202,-3.42490253943019,0.000615020001883289,0.00679681013317246
"LOC126353813",11.9174774688786,-2.85029339943977,0.660219451521404,-4.31719088686585,0.000015802748782198,0.000245049381453678
"LOC126352649",20.892476181518,-0.991218948740712,0.285755907402786,-3.46876100567728,0.000522864361242252,0.00587262826615482
"LOC126354211",9.7744461735347,-3.05412713989891,0.865251329622386,-3.52975723392624,0.000415941140218562,0.00480784953023268
"LOC126353980",107.333604091226,-0.922376717555452,0.27741851349182,-3.32485639096559,0.000884640890866865,0.00944302718390444
"LOC126354386",5.85575151663482,1.5821171608926,0.552322429540729,2.86448110066465,0.00417693079225654,0.0358580654671898
"LOC126355504",16.6435122400451,-3.54671685688278,1.2380725088764,-2.86470851380229,0.00417393255267278,0.0358546795073638
"LOC126354961",14.7760913096189,2.13716115623583,0.637975112158648,3.34991305382516,0.000808369302800524,0.00872855250929539
